generation_project,gen_dbid,gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
C_LLERAS_R,C_LLERAS_R,RunOfRiver,Antioquia,Water,2025,455.88910298892756,633685.8531546093,0.0,78.0,8859240.289799007,3414840.0,28.313390380087927,0.6672068595435656,,
C_LLERAS_R,C_LLERAS_R,RunOfRiver,Antioquia,Water,2030,439.6309454727518,611087.0142071248,0.0,78.0,8859240.289799007,3414840.0,29.309054416426996,0.6434125767953865,,
C_LLERAS_R,C_LLERAS_R,RunOfRiver,Antioquia,Water,2035,435.48882529140315,605329.4671550504,0.0,78.0,8859240.289799007,3414840.0,29.57460446507651,0.6373504643651257,,
C_LLERAS_R,C_LLERAS_R,RunOfRiver,Antioquia,Water,2040,436.2849970026833,606436.1458337298,0.0,78.0,8859240.289799007,3414840.0,29.523170689166545,0.6385156846427281,,
C_LLERAS_R,C_LLERAS_R,RunOfRiver,Antioquia,Water,2045,429.0405023952854,596366.2983294466,0.0,78.0,8859240.289799007,3414840.0,29.998208831740083,0.62791315770297,,
C_LLERAS_R,C_LLERAS_R,RunOfRiver,Antioquia,Water,2050,414.7100050680692,576446.9070446161,0.0,78.0,8859240.289799007,3414840.0,30.98677880880732,0.6069400612751276,,
DARIO VALENC,DARIO VALENC,RunOfRiver,Oriental,Water,2023,770.0163696226485,1070322.7537754814,0.0,150.0,17455500.570995543,6567000.0,32.58738945649678,0.5860094137158663,,
DARIO VALENC,DARIO VALENC,RunOfRiver,Oriental,Water,2025,770.0163697383666,1070322.7539363294,0.0,150.0,17455500.570995543,6567000.0,32.587389451808434,0.5860094138039318,,
DARIO VALENC,DARIO VALENC,RunOfRiver,Oriental,Water,2030,770.0163657087983,1070322.7483352295,0.0,150.0,17455500.570995543,6567000.0,32.58738961506732,0.5860094107372893,,
DARIO VALENC,DARIO VALENC,RunOfRiver,Oriental,Water,2035,770.0163695039904,1070322.7536105467,0.0,150.0,17455500.570995543,6567000.0,32.58738946130424,0.5860094136255634,,
